Names
Consumer Services
Miscellaneous
Finance
Public Utilities
Consumer Durables
Capital Goods
Consumer Non-Durables
Technology
Transportation
Health Care
Basic Industries
Energy
Catalog/Specialty Distribution
Industrial Machinery/Components
Major Banks
Power Generation
Restaurants
Finance: Consumer Services
Specialty Chemicals
Professional Services
Military/Government/Technical
Farming/Seeds/Milling
EDP Services
Marine Transportation
Property-Casualty Insurers
Real Estate Investment Trusts
Savings Institutions
Newspapers/Magazines
Advertising
Major Pharmaceuticals
Packaged Foods
Real Estate
Major Chemicals
Semiconductors
Investment Bankers/Brokers/Service
Broadcasting
Business Services
Food Chains
Consumer Specialties
Investment Managers
Other Specialty Stores
Ophthalmic Goods
Metal Fabrications
Containers/Packaging
Hotels/Resorts
Telecommunications Equipment
Radio And Television Broadcasting And Communications Equipment
Air Freight/Delivery Services
Medical Specialities
Auto Parts:O.E.M.
Plastic Products
Apparel
Biotechnology: Biological Products (No Diagnostic Substances)
Natural Gas Distribution
Railroads
Aerospace
Oil & Gas Production
Life Insurance
Hospital/Nursing Management
Computer Software: Prepackaged Software
Oilfield Services/Equipment
Home Furnishings
Steel/Iron Ore
Automotive Aftermarket
Beverages (Production/Distribution)
Paper
Medical/Dental Instruments
Pollution Control Equipment
Transportation Services
Electronic Components
Electrical Products
Precious Metals
Television Services
Biotechnology: Laboratory Analytical Instruments
Other Consumer Services
Coal Mining
Homebuilding
Textiles
Medical/Nursing Services
Diversified Commercial Services
Integrated oil Companies
Accident &Health Insurance
Industrial Specialties
Environmental Services
Department/Specialty Retail Stores
Publishing
Consumer Electronics/Appliances
Auto Manufacturing
Food Distributors
Oil/Gas Transmission
Clothing/Shoe/Accessory Stores
Biotechnology: Electromedical & Electrotherapeutic Apparatus
Package Goods/Cosmetics
Oil Refining/Marketing
General Bldg Contractors - Nonresidential Bldgs
"Computer Software: Programming, Data Processing"
Electric Utilities: Central
Building Materials
Diversified Electronic Products
RETAIL: Building Materials
Commercial Banks
Motor Vehicles
Building Products
Finance Companies
Computer Communications Equipment
Biotechnology: Commercial Physical & Biological Resarch
Office Equipment/Supplies/Services
Computer peripheral equipment
Other Pharmaceuticals
Specialty Insurers
Recreational Products/Toys
Forest Products
Mining & Quarrying of Nonmetallic Minerals (No Fuels)
Trucking Freight/Courier Services
Finance/Investors Services
Construction/Ag Equipment/Trucks
Banks
Multi-Sector Companies
Biotechnology: In Vitro & In Vivo Diagnostic Substances
Tools/Hardware
Consumer Electronics/Video Chains
Water Supply
Computer Manufacturing
Services-Misc. Amusement & Recreation
Agricultural Chemicals
Medical Electronics
Other Transportation
Paints/Coatings
Ordnance And Accessories
Miscellaneous
Retail: Computer Software & Peripheral Equipment
Precision Instruments
Fluid Controls
Engineering & Construction
Wholesale Distributors
Miscellaneous manufacturing industries
Shoe Manufacturing
Building operators
Aluminum
Specialty Foods
Meat/Poultry/Fish
Diversified Financial Services
Rental/Leasing Companies
Movies/Entertainment
Books
Tobacco
Consumer: Greeting Cards
Electronics Distribution
AGG
BND
LQD
VCIT
VCSH
HYG
BNDX
BSV
TIP
MBB
SHY
SHV
IGSB
IEF
TLT
MUB
EMB
GOVT
MINT
BIL
BIV
JPST
JNK
SCHP
VMBS
IEI
IGIB
VGSH
VTEB
VTIP
SCHZ
SCHO
SPSB
VGIT
HYLB
SPIB
LMBS
FLOT
NEAR
USHY
BLV
IUSB
SPAB
CWB
USIG
VCLT
FTSM
SHYG
BKLN
ICSH
ISTB
SHM
BOND
SUB
FIXD
SJNK
TFI
SCHR
TOTL
EMLC
SPTS
GBIL
ANGL
HYD
PCY
GSY
IAGG
SPTL
PZA
SPTI
STIP
FLRN
GVI
VNLA
VGLT
SPMB
BSCM
BSCL
BAB
HYLS
SPIP
SLQD
IGLB
EDV
VWOB
ITM
FMB
FLCB
CMF
SRLN
USFR
IBDM
BSCK
TDTT
QLTA
FBND
IBDN
BSCN
FTSL
AGGY
TLH
HYMB
IBDO
HYS
BSCO
IBDL
PULS
IGOV
BSJL
FLCO
ICVT
IBDP
CLTL
SPLB
BWX
SGOV
AGZ
CORP
IBDQ
EBND
PHB
